Customer_ID,Age,Gender,Channel,Budget_Spent,Clicks,Conversions,Email_Open_Rate,Customer_Review
CUST_0287,34,Male,Facebook Ads,317,408,0,0.51,Harga sepadan dengan kualitas yang didapat.
CUST_0288,48,Female,Instagram Ads,468,308,0,0.39,"Produk sangat bagus, saya puas sekali!"
CUST_0289,34,Male,Facebook Ads,294,416,0,0.13,"Tidak puas, barang rusak saat diterima."
CUST_0290,48,Female,Email,412,189,0,0.8,"Produk sangat bagus, saya puas sekali!"
CUST_0291,30,Female,Instagram Ads,992,169,0,0.05,"Produk sangat bagus, saya puas sekali!"
CUST_0292,44,Male,Email,543,311,1,0.36,Harga sepadan dengan kualitas yang didapat.
CUST_0293,37,Male,Google Ads,706,77,0,0.34,Produk ini melebihi ekspektasi saya.
CUST_0294,34,Male,Facebook Ads,846,222,0,0.87,Produk ini melebihi ekspektasi saya.
CUST_0295,46,Male,Google Ads,618,24,1,0.45,Harga cukup mahal dibanding kompetitor.
CUST_0296,56,Male,Google Ads,341,239,0,0.85,"Tidak puas, barang rusak saat diterima."
CUST_0297,52,Female,Google Ads,532,139,1,0.13,"Produk sangat bagus, saya puas sekali!"
CUST_0298,25,Male,Google Ads,245,183,1,0.81,Produk ini melebihi ekspektasi saya.
CUST_0299,55,Male,Email,56,62,1,0.6,Harga cukup mahal dibanding kompetitor.
CUST_0300,32,Female,Instagram Ads,708,13,1,0.53,Produk ini melebihi ekspektasi saya.
